recall_Recommend_article,recall_Content_surprise,recall_view_opinion,PID,treatment,article,study,topic_inv_drug_overdose_vlaue_opinion,topic_inv_defend_view_point_drugOverdose,topic_inv_learning_drug_overdose,topic_inv_motivation_gaining_knowledge,att_elic_drug_overdose_opinion_pre,att_elic_combat_drug_priority_pre,att_elic_opinion_on_drug_legalization_pre,att_elic_drug_overdose_opinion_post,att_elic_combat_drug_priority_post,att_elic_opinion_on_drug_legalization_post,gender,race,education,age,education-Comment,gender-Comment,race-Comment,survey_start,study_finish,study_duration,cogref_race,cogref_sheep,cogref_name,cogref_volume,cogref_Superbowl,exclude
Moderately,Moderately,Moderately,23e5e1299787,visual,population,one,Moderately,A little,A little,A little,Extremely serious problem,High Priority,Somewhat Favor,Extremely serious problem,High Priority,Somewhat Favor,Man,White/Caucasian/European,High School,41,,,,1678806707817.0,1678807397903.0,11.501433333333331,Second place ,8,Emily,27,Players are disappointed at the quality of turf in this game,0
Moderately,Moderately,Moderately,23e5e1299787,visual,opioids,one,Moderately,A little,A little,A little,Extremely serious problem,High Priority,Somewhat Favor,Extremely serious problem,High Priority,Somewhat Favor,Man,White/Caucasian/European,High School,41,,,,1678806707817.0,1678807397903.0,11.501433333333331,Second place ,8,Emily,27,Players are disappointed at the quality of turf in this game,0
Moderately,Moderately,Not at All,d1131945e20f,txt,drugOverdose,one,Moderately,Not at All,Not at All,Not at All,Moderate problem,Neutral,Strongly Oppose,Moderate problem,Neutral,Strongly Oppose,Man,White/Caucasian/European,Masters,65,,,,1678806720250.0,1678807528537.0,13.47145,second,8,emily,0,Turf condition on the field had a negative impact on the players' performance,0
A little,A little,Not at All,d1131945e20f,txt,population,one,Moderately,Not at All,Not at All,Not at All,Moderate problem,Neutral,Strongly Oppose,Moderate problem,Neutral,Strongly Oppose,Man,White/Caucasian/European,Masters,65,,,,1678806720250.0,1678807528537.0,13.47145,second,8,emily,0,Turf condition on the field had a negative impact on the players' performance,0
A little,A little,Not at All,d1131945e20f,txt,opioids,one,Moderately,Not at All,Not at All,Not at All,Moderate problem,Neutral,Strongly Oppose,Moderate problem,Neutral,Strongly Oppose,Man,White/Caucasian/European,Masters,65,,,,1678806720250.0,1678807528537.0,13.47145,second,8,emily,0,Turf condition on the field had a negative impact on the players' performance,0
Moderately,Moderately,A lot,5fd077b97395,control,drugOverdose,one,Moderately,Moderately,Moderately,Moderately,Serious problem,Moderate Priority,Somewhat Favor,serious problem,High Priority,Somewhat Favor,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,26,,,,1678806723526.0,1678807464768.0,12.354033333333334,2nd,8,emily ,9,Eagles team complained about turf on the field affecting game performance/results ,0
Moderately,Moderately,A lot,5fd077b97395,control,population,one,Moderately,Moderately,Moderately,Moderately,Serious problem,Moderate Priority,Somewhat Favor,serious problem,High Priority,Somewhat Favor,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,26,,,,1678806723526.0,1678807464768.0,12.354033333333334,2nd,8,emily ,9,Eagles team complained about turf on the field affecting game performance/results ,0
Moderately,Moderately,A lot,5fd077b97395,control,opioids,one,Moderately,Moderately,Moderately,Moderately,Serious problem,Moderate Priority,Somewhat Favor,serious problem,High Priority,Somewhat Favor,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Undergraduate,26,,,,1678806723526.0,1678807464768.0,12.354033333333334,2nd,8,emily ,9,Eagles team complained about turf on the field affecting game performance/results ,0
A little,Not at All,A little,8904ab3e68cd,control,drugOverdose,one,Moderately,Moderately,Moderately,Moderately,Extremely serious problem,High Priority,Somewhat Favor,Extremely serious problem,High Priority,Somewhat Favor,Woman,White/Caucasian/European,High School,47,,,,1678806822786.0,1678808729350.0,31.776066666666665,First,8,June,27,"The turf used in the 2023 Superbowl was an issue for both teams that played.  The Eagles, who had lost want to make it clear that they aren't blaming it for their loss, but want to make it known in hopes that next year the NFL will pay more attention to this detail.",1
A little,Not at All,A little,8904ab3e68cd,control,population,one,Moderately,Moderately,Moderately,Moderately,Extremely serious problem,High Priority,Somewhat Favor,Extremely serious problem,High Priority,Somewhat Favor,Woman,White/Caucasian/European,High School,47,,,,1678806822786.0,1678808729350.0,31.776066666666665,First,8,June,27,"The turf used in the 2023 Superbowl was an issue for both teams that played.  The Eagles, who had lost want to make it clear that they aren't blaming it for their loss, but want to make it known in hopes that next year the NFL will pay more attention to this detail.",1
A little,Not at All,A little,8904ab3e68cd,control,opioids,one,Moderately,Moderately,Moderately,Moderately,Extremely serious problem,High Priority,Somewhat Favor,Extremely serious problem,High Priority,Somewhat Favor,Woman,White/Caucasian/European,High School,47,,,,1678806822786.0,1678808729350.0,31.776066666666665,First,8,June,27,"The turf used in the 2023 Superbowl was an issue for both teams that played.  The Eagles, who had lost want to make it clear that they aren't blaming it for their loss, but want to make it known in hopes that next year the NFL will pay more attention to this detail.",1
Moderately,A little,Moderately,77b216dfe4a9,visual,drugOverdose,one,Moderately,Moderately,Moderately,A lot,Serious problem,Moderate Priority,Strongly Favor,serious problem,Moderate Priority,Strongly Favor,Woman,White/Caucasian/European,Masters,27,,,,1678807003589.0,1678807561494.0,9.298416666666666,Second,8,Emily,27,"The turf on the field at the 2023 superbowl was not up to the usual standard that teams were playing on, and it affected their game play, though not enough to change who deserved the win.",0
Moderately,A lot,Moderately,77b216dfe4a9,visual,population,one,Moderately,Moderately,Moderately,A lot,Serious problem,Moderate Priority,Strongly Favor,serious problem,Moderate Priority,Strongly Favor,Woman,White/Caucasian/European,Masters,27,,,,1678807003589.0,1678807561494.0,9.298416666666666,Second,8,Emily,27,"The turf on the field at the 2023 superbowl was not up to the usual standard that teams were playing on, and it affected their game play, though not enough to change who deserved the win.",0
Moderately,A lot,Moderately,77b216dfe4a9,visual,opioids,one,Moderately,Moderately,Moderately,A lot,Serious problem,Moderate Priority,Strongly Favor,serious problem,Moderate Priority,Strongly Favor,Woman,White/Caucasian/European,Masters,27,,,,1678807003589.0,1678807561494.0,9.298416666666666,Second,8,Emily,27,"The turf on the field at the 2023 superbowl was not up to the usual standard that teams were playing on, and it affected their game play, though not enough to change who deserved the win.",0
A lot,Moderately,A lot,49e1091801e0,control,drugOverdose,one,Moderately,A lot,Moderately,A lot,Extremely serious problem,High Priority,Neutral,Extremely serious problem,High Priority,Neutral,Man,Hispanic/Latino,High School,32,,,,1678807016565.0,1678808256494.0,20.66548333333333,second,8,Emily,27,Players were disappointed with field conditions during an NFL game.,0
A lot,Moderately,A lot,49e1091801e0,control,population,one,Moderately,A lot,Moderately,A lot,Extremely serious problem,High Priority,Neutral,Extremely serious problem,High Priority,Neutral,Man,Hispanic/Latino,High School,32,,,,1678807016565.0,1678808256494.0,20.66548333333333,second,8,Emily,27,Players were disappointed with field conditions during an NFL game.,0
A lot,Extremely,Extremely,49e1091801e0,control,opioids,one,Moderately,A lot,Moderately,A lot,Extremely serious problem,High Priority,Neutral,Extremely serious problem,High Priority,Neutral,Man,Hispanic/Latino,High School,32,,,,1678807016565.0,1678808256494.0,20.66548333333333,second,8,Emily,27,Players were disappointed with field conditions during an NFL game.,0
Extremely,A little,Moderately,b629b68be2aa,control,drugOverdose,one,A lot,A lot,Extremely,Extremely,Extremely serious problem,High Priority,Somewhat Favor,Extremely serious problem,High Priority,Somewhat Favor,Woman,White/Caucasian/European,Masters,62,,,,1678807105084.0,1678808052834.0,15.795833333333333,First,7,June,27,"In Super Bowl 2023, slippery turf was an issue that impaced both the Eagles and the Chiefs and kept them from playing their respective 'best game.'",0
A lot,Moderately,Moderately,b629b68be2aa,control,population,one,A lot,A lot,Extremely,Extremely,Extremely serious problem,High Priority,Somewhat Favor,Extremely serious problem,High Priority,Somewhat Favor,Woman,White/Caucasian/European,Masters,62,,,,1678807105084.0,1678808052834.0,15.795833333333333,First,7,June,27,"In Super Bowl 2023, slippery turf was an issue that impaced both the Eagles and the Chiefs and kept them from playing their respective 'best game.'",0
A lot,A lot,Extremely,b629b68be2aa,control,opioids,one,A lot,A lot,Extremely,Extremely,Extremely serious problem,High Priority,Somewhat Favor,Extremely serious problem,High Priority,Somewhat Favor,Woman,White/Caucasian/European,Masters,62,,,,1678807105084.0,1678808052834.0,15.795833333333333,First,7,June,27,"In Super Bowl 2023, slippery turf was an issue that impaced both the Eagles and the Chiefs and kept them from playing their respective 'best game.'",0
A little,Not at All,Moderately,2d6c2df5b8c0,control,drugOverdose,one,A lot,Moderately,Moderately,Moderately,Extremely serious problem,Moderate Priority,Somewhat Favor,Extremely serious problem,Moderate Priority,Somewhat Favor,Man,White/Caucasian/European,Undergraduate,68,,,,1678807232070.0,1678807767019.0,8.915816666666666,second,8,Emily,27,Eagles Players state that the condition of the field for the 2023 Superbowl was sub par at best.,0
Moderately,Not at All,A little,2d6c2df5b8c0,control,population,one,A lot,Moderately,Moderately,Moderately,Extremely serious problem,Moderate Priority,Somewhat Favor,Extremely serious problem,Moderate Priority,Somewhat Favor,Man,White/Caucasian/European,Undergraduate,68,,,,1678807232070.0,1678807767019.0,8.915816666666666,second,8,Emily,27,Eagles Players state that the condition of the field for the 2023 Superbowl was sub par at best.,0
A little,Not at All,A little,2d6c2df5b8c0,control,opioids,one,A lot,Moderately,Moderately,Moderately,Extremely serious problem,Moderate Priority,Somewhat Favor,Extremely serious problem,Moderate Priority,Somewhat Favor,Man,White/Caucasian/European,Undergraduate,68,,,,1678807232070.0,1678807767019.0,8.915816666666666,second,8,Emily,27,Eagles Players state that the condition of the field for the 2023 Superbowl was sub par at best.,0
A little,Moderately,A little,7f6266f28053,txt,drugOverdose,one,Not at All,Not at All,A little,A little,Moderate problem,Moderate Priority,Somewhat Favor,serious problem,Moderate Priority,Somewhat Favor,Woman,White/Caucasian/European,other,39,Associate's Degree,,,1678807266214.0,1678808339698.0,17.8914,second,8,Emily,0,The Eagles are frustrated about the poor quality of the turf used in the 2023 Superbowl but don't want to use it as an excuse for losing.,0
A little,A little,A little,7f6266f28053,txt,population,one,Not at All,Not at All,A little,A little,Moderate problem,Moderate Priority,Somewhat Favor,serious problem,Moderate Priority,Somewhat Favor,Woman,White/Caucasian/European,other,39,Associate's Degree,,,1678807266214.0,1678808339698.0,17.8914,second,8,Emily,0,The Eagles are frustrated about the poor quality of the turf used in the 2023 Superbowl but don't want to use it as an excuse for losing.,0
Moderately,A lot,Moderately,7f6266f28053,txt,opioids,one,Not at All,Not at All,A little,A little,Moderate problem,Moderate Priority,Somewhat Favor,serious problem,Moderate Priority,Somewhat Favor,Woman,White/Caucasian/European,other,39,Associate's Degree,,,1678807266214.0,1678808339698.0,17.8914,second,8,Emily,0,The Eagles are frustrated about the poor quality of the turf used in the 2023 Superbowl but don't want to use it as an excuse for losing.,0
Not at All,Not at All,Not at All,a2225cfad085,txt,drugOverdose,one,A little,Not at All,A little,A little,Moderate problem,Neutral,Strongly Favor,Moderate problem,Neutral,Strongly Favor,Man,Hispanic/Latino,Undergraduate,27,,,,1678807324982.0,1678808205959.0,14.68295,second,8,Emiy,0,The conditions of the Superbowl field were a point frustration for many players.,0
Not at All,Not at All,A little,a2225cfad085,txt,population,one,A little,Not at All,A little,A little,Moderate problem,Neutral,Strongly Favor,Moderate problem,Neutral,Strongly Favor,Man,Hispanic/Latino,Undergraduate,27,,,,1678807324982.0,1678808205959.0,14.68295,second,8,Emiy,0,The conditions of the Superbowl field were a point frustration for many players.,0
Not at All,Not at All,Not at All,a2225cfad085,txt,opioids,one,A little,Not at All,A little,A little,Moderate problem,Neutral,Strongly Favor,Moderate problem,Neutral,Strongly Favor,Man,Hispanic/Latino,Undergraduate,27,,,,1678807324982.0,1678808205959.0,14.68295,second,8,Emiy,0,The conditions of the Superbowl field were a point frustration for many players.,0
A lot,Extremely,Extremely,022d1c4cf0c1,control,drugOverdose,one,A little,Not at All,Moderately,A lot,Serious problem,Low Priority,Somewhat Oppose,serious problem,Low Priority,Strongly Oppose,Woman,White/Caucasian/European,Undergraduate,45,,,,1678807423012.0,1678809157214.0,28.903366666666667,second,8,Emily,27,"The Eagles were unsatisfied with the quality of the field turf during a game and didn't feel they were able to play their best, but emphasized that did not result in their loss as the other team experienced the same situation.",0
A lot,Extremely,Extremely,022d1c4cf0c1,control,population,one,A little,Not at All,Moderately,A lot,Serious problem,Low Priority,Somewhat Oppose,serious problem,Low Priority,Strongly Oppose,Woman,White/Caucasian/European,Undergraduate,45,,,,1678807423012.0,1678809157214.0,28.903366666666667,second,8,Emily,27,"The Eagles were unsatisfied with the quality of the field turf during a game and didn't feel they were able to play their best, but emphasized that did not result in their loss as the other team experienced the same situation.",0
A lot,Extremely,Extremely,022d1c4cf0c1,control,opioids,one,A little,Not at All,Moderately,A lot,Serious problem,Low Priority,Somewhat Oppose,serious problem,Low Priority,Strongly Oppose,Woman,White/Caucasian/European,Undergraduate,45,,,,1678807423012.0,1678809157214.0,28.903366666666667,second,8,Emily,27,"The Eagles were unsatisfied with the quality of the field turf during a game and didn't feel they were able to play their best, but emphasized that did not result in their loss as the other team experienced the same situation.",0
A lot,Not at All,A lot,17d3bcb00c6c,control,drugOverdose,one,Moderately,A little,Moderately,Moderately,Extremely serious problem,Moderate Priority,Somewhat Favor,Extremely serious problem,Moderate Priority,Somewhat Favor,Woman,White/Caucasian/European,High School,26,,,,1678807564161.0,1678808079970.0,8.596816666666667,second,8,Emily,27,The players say the turf on the field made it harder for them to play their best.,0
Moderately,Not at All,A lot,17d3bcb00c6c,control,population,one,Moderately,A little,Moderately,Moderately,Extremely serious problem,Moderate Priority,Somewhat Favor,Extremely serious problem,Moderate Priority,Somewhat Favor,Woman,White/Caucasian/European,High School,26,,,,1678807564161.0,1678808079970.0,8.596816666666667,second,8,Emily,27,The players say the turf on the field made it harder for them to play their best.,0
A lot,Not at All,A lot,17d3bcb00c6c,control,opioids,one,Moderately,A little,Moderately,Moderately,Extremely serious problem,Moderate Priority,Somewhat Favor,Extremely serious problem,Moderate Priority,Somewhat Favor,Woman,White/Caucasian/European,High School,26,,,,1678807564161.0,1678808079970.0,8.596816666666667,second,8,Emily,27,The players say the turf on the field made it harder for them to play their best.,0
Moderately,A lot,Moderately,9d6f7efbeaed,txt,drugOverdose,one,Moderately,A little,Moderately,Moderately,Serious problem,Moderate Priority,Somewhat Favor,serious problem,Moderate Priority,Neutral,Prefer not to say,Prefer not to say,Prefer not to say,22,,,,1678807594113.0,1678810451572.0,47.624316666666665,second,8,Emily,27 feet cubed,The field conditions were horrible where the football players couldn't play well.,1
Moderately,Moderately,A little,9d6f7efbeaed,txt,population,one,Moderately,A little,Moderately,Moderately,Serious problem,Moderate Priority,Somewhat Favor,serious problem,Moderate Priority,Neutral,Prefer not to say,Prefer not to say,Prefer not to say,22,,,,1678807594113.0,1678810451572.0,47.624316666666665,second,8,Emily,27 feet cubed,The field conditions were horrible where the football players couldn't play well.,1
A lot,Moderately,Moderately,9d6f7efbeaed,txt,opioids,one,Moderately,A little,Moderately,Moderately,Serious problem,Moderate Priority,Somewhat Favor,serious problem,Moderate Priority,Neutral,Prefer not to say,Prefer not to say,Prefer not to say,22,,,,1678807594113.0,1678810451572.0,47.624316666666665,second,8,Emily,27 feet cubed,The field conditions were horrible where the football players couldn't play well.,1
Moderately,Moderately,Moderately,1178a9e83163,control,drugOverdose,one,Moderately,Moderately,A little,A little,Moderate problem,Neutral,Somewhat Favor,Moderate problem,Neutral,Somewhat Favor,Man,White/Caucasian/European,Undergraduate,72,,,,1678807692577.0,1678808987320.0,21.57905,1,8,Emiy,27,The field condition was an issue of contention for the Eagles.,0
Moderately,Moderately,Moderately,1178a9e83163,control,population,one,Moderately,Moderately,A little,A little,Moderate problem,Neutral,Somewhat Favor,Moderate problem,Neutral,Somewhat Favor,Man,White/Caucasian/European,Undergraduate,72,,,,1678807692577.0,1678808987320.0,21.57905,1,8,Emiy,27,The field condition was an issue of contention for the Eagles.,0
Moderately,A little,Moderately,1178a9e83163,control,opioids,one,Moderately,Moderately,A little,A little,Moderate problem,Neutral,Somewhat Favor,Moderate problem,Neutral,Somewhat Favor,Man,White/Caucasian/European,Undergraduate,72,,,,1678807692577.0,1678808987320.0,21.57905,1,8,Emiy,27,The field condition was an issue of contention for the Eagles.,0
A lot,A lot,A lot,5f8a9de208cb,txt,drugOverdose,one,A lot,A lot,A lot,A lot,Extremely serious problem,High Priority,Strongly Oppose,Extremely serious problem,High Priority,Strongly Oppose,Woman,White/Caucasian/European,Undergraduate,69,,,,1678807715448.0,1678808748687.0,17.22065,first,8,Emily,9,Both teams played on the same field for the game. The losing team could not blame turf conditions as the reason for losing. ,0
A lot,A lot,A lot,5f8a9de208cb,txt,population,one,A lot,A lot,A lot,A lot,Extremely serious problem,High Priority,Strongly Oppose,Extremely serious problem,High Priority,Strongly Oppose,Woman,White/Caucasian/European,Undergraduate,69,,,,1678807715448.0,1678808748687.0,17.22065,first,8,Emily,9,Both teams played on the same field for the game. The losing team could not blame turf conditions as the reason for losing. ,0
A lot,A lot,Moderately,5f8a9de208cb,txt,opioids,one,A lot,A lot,A lot,A lot,Extremely serious problem,High Priority,Strongly Oppose,Extremely serious problem,High Priority,Strongly Oppose,Woman,White/Caucasian/European,Undergraduate,69,,,,1678807715448.0,1678808748687.0,17.22065,first,8,Emily,9,Both teams played on the same field for the game. The losing team could not blame turf conditions as the reason for losing. ,0
Moderately,Moderately,Moderately,bea8c6184054,control,drugOverdose,one,Moderately,Moderately,Moderately,Moderately,Minor Problem,Neutral,Neutral,Moderate problem,Neutral,Neutral,Man,African American/Black,Undergraduate,34,,,,1678807720808.0,1678808588797.0,14.466483333333333,First,8,Emily,27,Eagles Frustrated with field conditions. ,0
Moderately,Moderately,Moderately,bea8c6184054,control,population,one,Moderately,Moderately,Moderately,Moderately,Minor Problem,Neutral,Neutral,Moderate problem,Neutral,Neutral,Man,African American/Black,Undergraduate,34,,,,1678807720808.0,1678808588797.0,14.466483333333333,First,8,Emily,27,Eagles Frustrated with field conditions. ,0
Moderately,Moderately,Moderately,bea8c6184054,control,opioids,one,Moderately,Moderately,Moderately,Moderately,Minor Problem,Neutral,Neutral,Moderate problem,Neutral,Neutral,Man,African American/Black,Undergraduate,34,,,,1678807720808.0,1678808588797.0,14.466483333333333,First,8,Emily,27,Eagles Frustrated with field conditions. ,0
A lot,Moderately,A lot,9971e27c31a9,visual,drugOverdose,one,Extremely,Extremely,Extremely,Extremely,Extremely serious problem,High Priority,Strongly Favor,Extremely serious problem,High Priority,Strongly Favor,Man,White/Caucasian/European,High School,25,,,,1678807725806.0,1678808016555.0,4.845816666666667,2nd,8,Emily ,3,"The field turf the Eagles played on was awful, and may have been to blame for both teams’ bad play ",0
A lot,Extremely,Extremely,9971e27c31a9,visual,population,one,Extremely,Extremely,Extremely,Extremely,Extremely serious problem,High Priority,Strongly Favor,Extremely serious problem,High Priority,Strongly Favor,Man,White/Caucasian/European,High School,25,,,,1678807725806.0,1678808016555.0,4.845816666666667,2nd,8,Emily ,3,"The field turf the Eagles played on was awful, and may have been to blame for both teams’ bad play ",0
A lot,Extremely,Extremely,9971e27c31a9,visual,opioids,one,Extremely,Extremely,Extremely,Extremely,Extremely serious problem,High Priority,Strongly Favor,Extremely serious problem,High Priority,Strongly Favor,Man,White/Caucasian/European,High School,25,,,,1678807725806.0,1678808016555.0,4.845816666666667,2nd,8,Emily ,3,"The field turf the Eagles played on was awful, and may have been to blame for both teams’ bad play ",0
A lot,A little,Extremely,9b5f7ac56a8b,txt,drugOverdose,one,Moderately,A little,Moderately,Extremely,Serious problem,High Priority,Somewhat Favor,serious problem,High Priority,Strongly Favor,Man,African American/Black,High School,23,,,,1678807744748.0,1678809759804.0,33.584266666666664,2,8,Emily,9,The eagles team feels that the turf they played on for the super bowl was subpar,1
Extremely,Extremely,Extremely,9b5f7ac56a8b,txt,population,one,Moderately,A little,Moderately,Extremely,Serious problem,High Priority,Somewhat Favor,serious problem,High Priority,Strongly Favor,Man,African American/Black,High School,23,,,,1678807744748.0,1678809759804.0,33.584266666666664,2,8,Emily,9,The eagles team feels that the turf they played on for the super bowl was subpar,1
A lot,Moderately,Extremely,9b5f7ac56a8b,txt,opioids,one,Moderately,A little,Moderately,Extremely,Serious problem,High Priority,Somewhat Favor,serious problem,High Priority,Strongly Favor,Man,African American/Black,High School,23,,,,1678807744748.0,1678809759804.0,33.584266666666664,2,8,Emily,9,The eagles team feels that the turf they played on for the super bowl was subpar,1
Extremely,Extremely,Extremely,2cc0f49f9211,visual,drugOverdose,one,Extremely,Extremely,A lot,Extremely,Extremely serious problem,High Priority,Strongly Oppose,Extremely serious problem,High Priority,Strongly Oppose,Man,White/Caucasian/European,High School,23,,,,1678807811001.0,1678809254952.0,24.06585,Second,8,Emily ,3,The Eagles said that poor field conditions affected their game.,0
Extremely,Moderately,Extremely,2cc0f49f9211,visual,population,one,Extremely,Extremely,A lot,Extremely,Extremely serious problem,High Priority,Strongly Oppose,Extremely serious problem,High Priority,Strongly Oppose,Man,White/Caucasian/European,High School,23,,,,1678807811001.0,1678809254952.0,24.06585,Second,8,Emily ,3,The Eagles said that poor field conditions affected their game.,0
Extremely,Extremely,Extremely,2cc0f49f9211,visual,opioids,one,Extremely,Extremely,A lot,Extremely,Extremely serious problem,High Priority,Strongly Oppose,Extremely serious problem,High Priority,Strongly Oppose,Man,White/Caucasian/European,High School,23,,,,1678807811001.0,1678809254952.0,24.06585,Second,8,Emily ,3,The Eagles said that poor field conditions affected their game.,0
A little,A little,Moderately,b79291e7918d,visual,drugOverdose,one,A little,A little,A little,Moderately,Serious problem,Moderate Priority,Somewhat Oppose,serious problem,Moderate Priority,Strongly Oppose,Man,White/Caucasian/European,Undergraduate,23,,,,1678807843773.0,1678808592032.0,12.470983333333333,Second,8,Emily,27,"During the 2023 Super Bowl, players and coaches were frustrated by the turf used for the game. ",0
A little,A little,Moderately,b79291e7918d,visual,population,one,A little,A little,A little,Moderately,Serious problem,Moderate Priority,Somewhat Oppose,serious problem,Moderate Priority,Strongly Oppose,Man,White/Caucasian/European,Undergraduate,23,,,,1678807843773.0,1678808592032.0,12.470983333333333,Second,8,Emily,27,"During the 2023 Super Bowl, players and coaches were frustrated by the turf used for the game. ",0
A little,A little,Moderately,b79291e7918d,visual,opioids,one,A little,A little,A little,Moderately,Serious problem,Moderate Priority,Somewhat Oppose,serious problem,Moderate Priority,Strongly Oppose,Man,White/Caucasian/European,Undergraduate,23,,,,1678807843773.0,1678808592032.0,12.470983333333333,Second,8,Emily,27,"During the 2023 Super Bowl, players and coaches were frustrated by the turf used for the game. ",0
A lot,Not at All,Moderately,5a51b94859df,visual,drugOverdose,one,Moderately,Moderately,Moderately,A lot,Serious problem,High Priority,Strongly Favor,serious problem,High Priority,Strongly Favor,Woman,White/Caucasian/European,Undergraduate,48,,,,1678807854096.0,1678808384299.0,8.836716666666666,first,8,emily,9,the field conditions at 2032 super bowl were poor,0
Moderately,A little,Moderately,5a51b94859df,visual,population,one,Moderately,Moderately,Moderately,A lot,Serious problem,High Priority,Strongly Favor,serious problem,High Priority,Strongly Favor,Woman,White/Caucasian/European,Undergraduate,48,,,,1678807854096.0,1678808384299.0,8.836716666666666,first,8,emily,9,the field conditions at 2032 super bowl were poor,0
